Cloth Mythic+ Dungeon Pool — Hero & Myth Upgrade Stats,,,,,,,,
,,,,,,,,
Track rank,Item level,,Methodology,,,,,
Wind Soarer's Breeches,193754,"77 Armor
+144 Intellect
+2,794 Stamina
+74 Haste
+104 Versatility","79 Armor
+148 Intellect
+2,896 Stamina
+75 Haste
+105 Versatility","80 Armor
+152 Intellect
+3,002 Stamina
+76 Haste
+107 Versatility","82 Armor
+158 Intellect
+3,143 Stamina
+77 Haste
+109 Versatility","84 Armor
+162 Intellect
+3,254 Stamina
+78 Haste
+110 Versatility","85 Armor
+167 Intellect
+3,369 Stamina
+79 Haste
+112 Versatility",https://www.wowhead.com/item=193754
Winter's Embrace Bracers,251150,"44 Armor
+81 Intellect
+1,572 Stamina
+65 Critical Strike
+35 Mastery","45 Armor
+83 Intellect
+1,629 Stamina
+66 Critical Strike
+35 Mastery","46 Armor
+86 Intellect
+1,689 Stamina
+67 Critical Strike
+36 Mastery","47 Armor
+89 Intellect
+1,768 Stamina
+68 Critical Strike
+37 Mastery","48 Armor
+91 Intellect
+1,830 Stamina
+69 Critical Strike
+37 Mastery","49 Armor
+94 Intellect
+1,895 Stamina
+70 Critical Strike
+37 Mastery",https://www.wowhead.com/item=251150
Worldroot Canopy,251181,"66 Armor
+144 Intellect
+2,794 Stamina
+100 Critical Strike
+77 Mastery","67 Armor
+148 Intellect
+2,896 Stamina
+102 Critical Strike
+78 Mastery","69 Armor
+152 Intellect
+3,002 Stamina
+103 Critical Strike
+79 Mastery","70 Armor
+158 Intellect
+3,143 Stamina
+105 Critical Strike
+81 Mastery","72 Armor
+162 Intellect
+3,254 Stamina
+106 Critical Strike
+82 Mastery","73 Armor
+167 Intellect
+3,369 Stamina
+107 Critical Strike
+83 Mastery",https://www.wowhead.com/item=251181
Yoke of the Charging Bear,251173,"+1,572 Stamina
+116 Critical Strike
+223 Haste","+1,629 Stamina
+119 Critical Strike
+228 Haste","+1,689 Stamina
+121 Critical Strike
+232 Haste","+1,768 Stamina
+124 Critical Strike
+238 Haste","+1,830 Stamina
+126 Critical Strike
+242 Haste","+1,895 Stamina
+129 Critical Strike
+247 Haste",https://www.wowhead.com/item=251173
Myth Track — Season 2 Upgrade Stats,,,,,,,,
Each cell contains the complete displayed stat/effect line at that upgrade rank.,,,,,,,,
Item Name,Item ID,"Myth 1/6
(ilvl 318)","Myth 2/6
(ilvl 321)","Myth 3/6
(ilvl 324)","Myth 4/6
(ilvl 328)","Myth 5/6
(ilvl 331)","Myth 6/6
(ilvl 334)",Wowhead Source
Band of the Amani Warlord,273792,"+1,830 Stamina
+134 Critical Strike
+235 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+1,895 Stamina
+136 Critical Strike
+239 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+1,962 Stamina
+139 Critical Strike
+244 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+2,053 Stamina
+142 Critical Strike
+250 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+2,124 Stamina
+145 Critical Strike
+254 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""","+2,199 Stamina
+147 Critical Strike
+258 Haste
""""A simple but durable ring, once worn by the Warlord Zul'jin himself.""""",https://www.wowhead.com/item=273792
Bindings of the Slithering Current,158348,"48 Armor
+91 Intellect
+1,830 Stamina
+66 Critical Strike
+39 Versatility","49 Armor
+94 Intellect
+1,895 Stamina
+67 Critical Strike
+40 Versatility","50 Armor
+97 Intellect
+1,962 Stamina
+68 Critical Strike
+40 Versatility","52 Armor
+100 Intellect
+2,053 Stamina
+69 Critical Strike
+41 Versatility","53 Armor
+103 Intellect
+2,124 Stamina
+70 Critical Strike
+41 Versatility","54 Armor
+106 Intellect
+2,199 Stamina
+71 Critical Strike
+42 Versatility",https://www.wowhead.com/item=158348
Bloodthorn Burnous,251190,"70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+69 Haste
+37 Mastery","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+70 Haste
+37 Mastery","73 Armor
+97 [Agility or Strength or Intellect]
+1,962 Stamina
+70 Haste
+38 Mastery","75 Armor
+100 [Agility or Strength or Intellect]
+2,053 Stamina
+72 Haste
+39 Mastery","77 Armor
+103 [Agility or Strength or Intellect]
+2,124 Stamina
+73 Haste
+39 Mastery","78 Armor
+106 [Agility or Strength or Intellect]
+2,199 Stamina
+73 Haste
+40 Mastery",https://www.wowhead.com/item=251190
Branch of Pride,251196,"140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 [Agility or Intellect]
+3,254 Stamina
+118 Versatility
+70 Mastery","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 [Agility or Intellect]
+3,369 Stamina
+120 Versatility
+71 Mastery","148 - 222 Damage
Speed 3.60
(51.4 damage per second)
+1000 [Agility or Intellect]
+3,487 Stamina
+121 Versatility
+72 Mastery","154 - 231 Damage
Speed 3.60
(53.4 damage per second)
+1038 [Agility or Intellect]
+3,649 Stamina
+123 Versatility
+73 Mastery","158 - 237 Damage
Speed 3.60
(54.9 damage per second)
+1068 [Agility or Intellect]
+3,777 Stamina
+125 Versatility
+74 Mastery","163 - 244 Damage
Speed 3.60
(56.4 damage per second)
+1098 [Agility or Intellect]
+3,910 Stamina
+126 Versatility
+75 Mastery",https://www.wowhead.com/item=251196
Brood Cleanser's Amice,158359,"66 Armor
+122 Intellect
+2,440 Stamina
+58 Critical Strike
+83 Versatility","67 Armor
+125 Intellect
+2,527 Stamina
+59 Critical Strike
+84 Versatility","69 Armor
+129 Intellect
+2,615 Stamina
+60 Critical Strike
+85 Versatility","71 Armor
+134 Intellect
+2,737 Stamina
+61 Critical Strike
+86 Versatility","72 Armor
+138 Intellect
+2,832 Stamina
+62 Critical Strike
+87 Versatility","74 Armor
+141 Intellect
+2,932 Stamina
+62 Critical Strike
+88 Versatility",https://www.wowhead.com/item=158359
Charged Sandstone Band,158366,"+1,830 Stamina
+211 Critical Strike
+158 Mastery
Prismatic Socket","+1,895 Stamina
+215 Critical Strike
+161 Mastery
Prismatic Socket","+1,962 Stamina
+219 Critical Strike
+164 Mastery
Prismatic Socket","+2,053 Stamina
+224 Critical Strike
+168 Mastery
Prismatic Socket","+2,124 Stamina
+228 Critical Strike
+171 Mastery
Prismatic Socket","+2,199 Stamina
+232 Critical Strike
+174 Mastery
Prismatic Socket",https://www.wowhead.com/item=158366
Chillworn's Infusion Staff,193769,"140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 Intellect
+3,254 Stamina
+106 Critical Strike
+82 Versatility","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 Intellect
+3,369 Stamina
+107 Critical Strike
+83 Versatility","148 - 222 Damage
Speed 3.60
(51.4 damage per second)
+1000 Intellect
+3,487 Stamina
+109 Critical Strike
+84 Versatility","154 - 231 Damage
Speed 3.60
(53.4 damage per second)
+1038 Intellect
+3,649 Stamina
+111 Critical Strike
+85 Versatility","158 - 237 Damage
Speed 3.60
(54.9 damage per second)
+1068 Intellect
+3,777 Stamina
+112 Critical Strike
+86 Versatility","163 - 244 Damage
Speed 3.60
(56.4 damage per second)
+1098 Intellect
+3,910 Stamina
+113 Critical Strike
+88 Versatility",https://www.wowhead.com/item=193769
Cloak of the Restless Tribes,159288,"70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+57 Versatility
+48 Mastery
Equip: Standing still for 4 sec increases your Speed by 94. Lasts for 4 sec once you start moving.","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+58 Versatility
+49 Mastery
Equip: Standing still for 4 sec increases your Speed by 96. Lasts for 4 sec once you start moving.","73 Armor
+97 [Agility or Strength or Intellect]
+1,962 Stamina
+59 Versatility
+50 Mastery
Equip: Standing still for 4 sec increases your Speed by 97. Lasts for 4 sec once you start moving.","75 Armor
+100 [Agility or Strength or Intellect]
+2,053 Stamina
+60 Versatility
+50 Mastery
Equip: Standing still for 4 sec increases your Speed by 98. Lasts for 4 sec once you start moving.","77 Armor
+103 [Agility or Strength or Intellect]
+2,124 Stamina
+61 Versatility
+51 Mastery
Equip: Standing still for 4 sec increases your Speed by 100. Lasts for 4 sec once you start moving.","78 Armor
+106 [Agility or Strength or Intellect]
+2,199 Stamina
+61 Versatility
+52 Mastery
Equip: Standing still for 4 sec increases your Speed by 101. Lasts for 4 sec once you start moving.",https://www.wowhead.com/item=159288
Counterfeit Clutches,251133,"55 Armor
+122 Intellect
+2,440 Stamina
+86 Critical Strike
+55 Mastery","56 Armor
+125 Intellect
+2,527 Stamina
+87 Critical Strike
+56 Mastery","57 Armor
+129 Intellect
+2,615 Stamina
+88 Critical Strike
+57 Mastery","58 Armor
+134 Intellect
+2,737 Stamina
+89 Critical Strike
+58 Mastery","60 Armor
+138 Intellect
+2,832 Stamina
+90 Critical Strike
+58 Mastery","61 Armor
+141 Intellect
+2,932 Stamina
+91 Critical Strike
+59 Mastery",https://www.wowhead.com/item=251133
Crackling Jade Kilij,160216,"90 - 150 Damage
Speed 2.60
(46.2 damage per second)
+473 Intellect
+1,627 Stamina
+55 Critical Strike
+39 Mastery","92 - 154 Damage
Speed 2.60
(47.3 damage per second)
+486 Intellect
+1,684 Stamina
+56 Critical Strike
+39 Mastery","95 - 159 Damage
Speed 2.60
(48.8 damage per second)
+500 Intellect
+1,744 Stamina
+56 Critical Strike
+40 Mastery","98 - 165 Damage
Speed 2.60
(50.6 damage per second)
+519 Intellect
+1,824 Stamina
+57 Critical Strike
+41 Mastery","101 - 169 Damage
Speed 2.60
(51.9 damage per second)
+534 Intellect
+1,888 Stamina
+58 Critical Strike
+41 Mastery","104 - 174 Damage
Speed 2.60
(53.5 damage per second)
+549 Intellect
+1,955 Stamina
+59 Critical Strike
+42 Mastery",https://www.wowhead.com/item=160216
Doompetal,251199,"62 - 104 Damage
Speed 1.80
(46.1 damage per second)
+473 Intellect
+1,627 Stamina
+57 Mastery
+37 Haste","64 - 107 Damage
Speed 1.80
(47.5 damage per second)
+486 Intellect
+1,684 Stamina
+58 Mastery
+37 Haste","65 - 110 Damage
Speed 1.80
(48.6 damage per second)
+500 Intellect
+1,744 Stamina
+58 Mastery
+38 Haste","68 - 114 Damage
Speed 1.80
(50.6 damage per second)
+519 Intellect
+1,824 Stamina
+59 Mastery
+39 Haste","70 - 117 Damage
Speed 1.80
(51.9 damage per second)
+534 Intellect
+1,888 Stamina
+60 Mastery
+39 Haste","72 - 121 Damage
Speed 1.80
(53.6 damage per second)
+549 Intellect
+1,955 Stamina
+61 Mastery
+39 Haste",https://www.wowhead.com/item=251199
Down-Lined Breeches,159320,"84 Armor
+162 Intellect
+3,254 Stamina
+86 Versatility
+102 Mastery","85 Armor
+167 Intellect
+3,369 Stamina
+87 Versatility
+103 Mastery","87 Armor
+172 Intellect
+3,487 Stamina
+88 Versatility
+105 Mastery","90 Armor
+178 Intellect
+3,649 Stamina
+90 Versatility
+106 Mastery","91 Armor
+183 Intellect
+3,777 Stamina
+91 Versatility
+108 Mastery","93 Armor
+189 Intellect
+3,910 Stamina
+92 Versatility
+109 Mastery",https://www.wowhead.com/item=159320
Ethereal Netherwrap,251228,"55 Armor
+122 Intellect
+2,440 Stamina
+92 Versatility
+49 Mastery","56 Armor
+125 Intellect
+2,527 Stamina
+93 Versatility
+50 Mastery","57 Armor
+129 Intellect
+2,615 Stamina
+94 Versatility
+51 Mastery","58 Armor
+134 Intellect
+2,737 Stamina
+96 Versatility
+51 Mastery","60 Armor
+138 Intellect
+2,832 Stamina
+97 Versatility
+52 Mastery","61 Armor
+141 Intellect
+2,932 Stamina
+98 Versatility
+53 Mastery",https://www.wowhead.com/item=251228
Fallen Speaker's Staff,251160,"140 - 211 Damage
Speed 3.60
(48.7 damage per second)
+946 Intellect
+3,254 Stamina
+110 Haste
+78 Versatility","144 - 217 Damage
Speed 3.60
(50.1 damage per second)
+972 Intellect
+3,369 Stamina
+112 Haste
+79 Versatility","148 - 222 Damage
Speed 3.60
(51.4 damage per second)
+1000 Intellect
+3,487 Stamina
+113 Haste
+80 Versatility","154 - 231 Damage
Speed 3.60
(53.4 damage per second)
+1038 Intellect
+3,649 Stamina
+115 Haste
+81 Versatility","158 - 237 Damage
Speed 3.60
(54.9 damage per second)
+1068 Intellect
+3,777 Stamina
+116 Haste
+82 Versatility","163 - 244 Damage
Speed 3.60
(56.4 damage per second)
+1098 Intellect
+3,910 Stamina
+118 Haste
+83 Versatility",https://www.wowhead.com/item=251160
Fang of Contagion,251225,"62 - 104 Damage
Speed 1.80
(46.1 damage per second)
+473 Intellect
+1,627 Stamina
+39 Versatility
+55 Mastery","64 - 107 Damage
Speed 1.80
(47.5 damage per second)
+486 Intellect
+1,684 Stamina
+39 Versatility
+56 Mastery","65 - 110 Damage
Speed 1.80
(48.6 damage per second)
+500 Intellect
+1,744 Stamina
+40 Versatility
+56 Mastery","68 - 114 Damage
Speed 1.80
(50.6 damage per second)
+519 Intellect
+1,824 Stamina
+41 Versatility
+57 Mastery","70 - 117 Damage
Speed 1.80
(51.9 damage per second)
+534 Intellect
+1,888 Stamina
+41 Versatility
+58 Mastery","72 - 121 Damage
Speed 1.80
(53.6 damage per second)
+549 Intellect
+1,955 Stamina
+42 Versatility
+59 Mastery",https://www.wowhead.com/item=251225
Fireproof Drape,193763,"70 Armor
+91 [Agility or Strength or Intellect]
+1,830 Stamina
+39 Critical Strike
+66 Haste","72 Armor
+94 [Agility or Strength or Intellect]
+1,895 Stamina
+40 Critical Strike
+67 Haste","73 Armor
+97 [Agility or Strength or Intellect]
+1,962 Stamina
+40 Critical Strike
+68 Haste","75 Armor
+100 [Agility or Strength or Intellect]
+2,053 Stamina
+41 Critical Strike
+69 Haste","77 Armor
+103 [Agility or Strength or Intellect]
+2,124 Stamina
+41 Critical Strike
+70 Haste","78 Armor
+106 [Agility or Strength or Intellect]
+2,199 Stamina
+42 Critical Strike
+71 Haste",https://www.wowhead.com/item=193763
Forest Dream Leg-guards,251156,"84 Armor
+162 Intellect
+3,254 Stamina
+118 Versatility
+70 Mastery","85 Armor
+167 Intellect
+3,369 Stamina
+120 Versatility
+71 Mastery","87 Armor
+172 Intellect
+3,487 Stamina
+121 Versatility
+72 Mastery","90 Armor
+178 Intellect
+3,649 Stamina
+123 Versatility
+73 Mastery","91 Armor
+183 Intellect
+3,777 Stamina
+125 Versatility
+74 Mastery","93 Armor
+189 Intellect
+3,910 Stamina
+126 Versatility
+75 Mastery",https://www.wowhead.com/item=251156
Freightrunner's Flask,250215,"+154 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 645 for 15 sec. (1 Min, 30 Sec Cooldown)","+159 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 653 for 15 sec. (1 Min, 30 Sec Cooldown)","+163 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 661 for 15 sec. (1 Min, 30 Sec Cooldown)","+170 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 673 for 15 sec. (1 Min, 30 Sec Cooldown)","+174 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 681 for 15 sec. (1 Min, 30 Sec Cooldown)","+179 [Agility or Intellect]
Use: Take a sip of the drink you swiped from the freight, increasing your Critical Strike by 689 for 15 sec. (1 Min, 30 Sec Cooldown)",https://www.wowhead.com/item=250215
Gilded Serpent's Tooth,159137,"62 - 104 Damage
Speed 1.80
(46.1 damage per second)
+473 Intellect
+1,627 Stamina
+41 Haste
+53 Versatility","64 - 107 Damage
Speed 1.80
(47.5 damage per second)
+486 Intellect
+1,684 Stamina
+41 Haste
+54 Versatility","65 - 110 Damage
Speed 1.80
(48.6 damage per second)
+500 Intellect
+1,744 Stamina
+42 Haste
+54 Versatility","68 - 114 Damage
Speed 1.80
(50.6 damage per second)
+519 Intellect
+1,824 Stamina
+43 Haste
+55 Versatility","70 - 117 Damage
Speed 1.80
(51.9 damage per second)
+534 Intellect
+1,888 Stamina
+43 Haste
+56 Versatility","72 - 121 Damage
Speed 1.80
(53.6 damage per second)
+549 Intellect
+1,955 Stamina
+44 Haste
+57 Versatility",https://www.wowhead.com/item=159137
Graft of the Domanaar,251234,"+1,830 Stamina
+237 Critical Strike
+132 Mastery","+1,895 Stamina
+242 Critical Strike
+134 Mastery","+1,962 Stamina
+246 Critical Strike
+137 Mastery","+2,053 Stamina
+252 Critical Strike
+140 Mastery","+2,124 Stamina
+256 Critical Strike
+142 Mastery","+2,199 Stamina
+261 Critical Strike
+145 Mastery",https://www.wowhead.com/item=251234
Handwraps of Blasphemous Rites,273780,"55 Armor
+122 Intellect
+2,440 Stamina
+92 Critical Strike
+49 Haste","56 Armor
+125 Intellect
+2,527 Stamina
+93 Critical Strike
+50 Haste","57 Armor
+129 Intellect
+2,615 Stamina
+94 Critical Strike
+51 Haste","58 Armor
+134 Intellect
+2,737 Stamina
+96 Critical Strike
+51 Haste","60 Armor
+138 Intellect
+2,832 Stamina
+97 Critical Strike
+52 Haste","61 Armor
+141 Intellect
+2,932 Stamina
+98 Critical Strike
+53 Haste",https://www.wowhead.com/item=273780
Handwraps of Oscillating Polarity,158352,"55 Armor
+122 Intellect
+2,440 Stamina
+64 Versatility
+77 Mastery","56 Armor
+125 Intellect
+2,527 Stamina
+65 Versatility
+78 Mastery","57 Armor
+129 Intellect
+2,615 Stamina
+66 Versatility
+79 Mastery","58 Armor
+134 Intellect
+2,737 Stamina
+67 Versatility
+80 Mastery","60 Armor
+138 Intellect
+2,832 Stamina
+68 Versatility
+81 Mastery","61 Armor
+141 Intellect
+2,932 Stamina
+69 Versatility
+82 Mastery",https://www.wowhead.com/item=158352
Headdress of the First Empire,159307,"72 Armor
+162 Intellect
+3,254 Stamina
+81 Critical Strike
+107 Haste","73 Armor
+167 Intellect
+3,369 Stamina
+82 Critical Strike
+109 Haste","75 Armor
+172 Intellect
+3,487 Stamina
+83 Critical Strike
+110 Haste","77 Armor
+178 Intellect
+3,649 Stamina
+84 Critical Strike
+112 Haste","78 Armor
+183 Intellect
+3,777 Stamina
+85 Critical Strike
+113 Haste","80 Armor
+189 Intellect
+3,910 Stamina
+86 Critical Strike
+115 Haste",https://www.wowhead.com/item=159307
Hoarded Harvest Wrap,251147,"96 Armor
+162 Intellect
+3,254 Stamina
+70 Haste
+118 Mastery","98 Armor
+167 Intellect
+3,369 Stamina
+71 Haste
+120 Mastery","100 Armor
+172 Intellect
+3,487 Stamina
+72 Haste
+121 Mastery","103 Armor
+178 Intellect
+3,649 Stamina
+73 Haste
+123 Mastery","105 Armor
+183 Intellect
+3,777 Stamina
+74 Haste
+125 Mastery","107 Armor
+189 Intellect
+3,910 Stamina
+75 Haste
+126 Mastery",https://www.wowhead.com/item=251147
Jade Ophidian Band,162544,"+1,830 Stamina
+137 Versatility
+232 Mastery
Prismatic Socket","+1,895 Stamina
+140 Versatility
+236 Mastery
Prismatic Socket","+1,962 Stamina
+142 Versatility
+240 Mastery
Prismatic Socket","+2,053 Stamina
+145 Versatility
+246 Mastery
Prismatic Socket","+2,124 Stamina
+148 Versatility
+250 Mastery
Prismatic Socket","+2,199 Stamina
+151 Versatility
+255 Mastery
Prismatic Socket",https://www.wowhead.com/item=162544
Knot of Writhing Serpents,273794,"+154 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (14657 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (14657 * 1) Nature damage over 15 sec.","+159 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (15299 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (15299 * 1) Nature damage over 15 sec.","+163 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (15966 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (15966 * 1) Nature damage over 15 sec.","+170 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (16895 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (16895 * 1) Nature damage over 15 sec.","+174 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (17623 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (17623 * 1) Nature damage over 15 sec.","+179 Intellect
Equip: Your harmful spells have a chance to ensorcell a serpent into spewing venom at your target, inflicting (18378 * 1) Nature damage split between nearby enemies. Damage increased by 30% per additional enemy, up to 150%.
The primary target also suffers an additional (18378 * 1) Nature damage over 15 sec.",https://www.wowhead.com/item=273794
Kokia's Burnout Rod,193771,"+473 Intellect
+1,627 Stamina
+53 Critical Strike
+41 Haste","+486 Intellect
+1,684 Stamina
+54 Critical Strike
+41 Haste","+500 Intellect
+1,744 Stamina
+54 Critical Strike
+42 Haste","+519 Intellect
+1,824 Stamina
+55 Critical Strike
+43 Haste","+534 Intellect
+1,888 Stamina
+56 Critical Strike
+43 Haste","+549 Intellect
+1,955 Stamina
+57 Critical Strike
+44 Haste",https://www.wowhead.com/item=193771
Kyrakka's Searing Embers,193748,"+134 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 29078 and expelling 9223 Fire damage split between nearby enemies. (1s cooldown)","+136 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 29973 and expelling 9507 Fire damage split between nearby enemies. (1s cooldown)","+138 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 30897 and expelling 9800 Fire damage split between nearby enemies. (1s cooldown)","+140 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 32172 and expelling 10204 Fire damage split between nearby enemies. (1s cooldown)","+142 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 33162 and expelling 10518 Fire damage split between nearby enemies. (1s cooldown)","+143 Critical Strike
Equip: Your helpful spells and abilities have a high chance to create a Burning Ember on an ally. The ember flares up after 1 sec, cauterizing wounds to heal for 34183 and expelling 10842 Fire damage split between nearby enemies. (1s cooldown)",https://www.wowhead.com/item=193748
Leggings of Entwined Serpents,273782,"84 Armor
+162 Intellect
+3,254 Stamina
+110 Critical Strike
+78 Haste","85 Armor
+167 Intellect
+3,369 Stamina
+112 Critical Strike
+79 Haste","87 Armor
+172 Intellect
+3,487 Stamina
+113 Critical Strike
+80 Haste","90 Armor
+178 Intellect
+3,649 Stamina
+115 Critical Strike
+81 Haste","91 Armor
+183 Intellect
+3,777 Stamina
+116 Critical Strike
+82 Haste","93 Armor
+189 Intellect
+3,910 Stamina
+118 Critical Strike
+83 Haste",https://www.wowhead.com/item=273782
Lightblossom Cinch,251191,"55 Armor
+122 Intellect
+2,440 Stamina
+52 Critical Strike
+89 Versatility","56 Armor
+125 Intellect
+2,527 Stamina
+53 Critical Strike
+90 Versatility","57 Armor
+129 Intellect
+2,615 Stamina
+54 Critical Strike
+91 Versatility","58 Armor
+134 Intellect
+2,737 Stamina
+55 Critical Strike
+92 Versatility","60 Armor
+138 Intellect
+2,832 Stamina
+55 Critical Strike
+94 Versatility","61 Armor
+141 Intellect
+2,932 Stamina
+56 Critical Strike
+95 Versatility",https://www.wowhead.com/item=251191
Lightspire Core,250214,"+154 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 107.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 188 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""","+159 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 109.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 190 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""","+163 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 110.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 192 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""","+170 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 112.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 196 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""","+174 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 113.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 198 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""","+179 [Agility or Intellect]
Equip: You are embraced by the Light, increasing Mastery by 115.
Your damaging spells and abilities can call a beam of radiant light nearby. Standing in the light blesses you with 200 Mastery while you stand in it.
""""Stand in the Light, and be made whole.""""",https://www.wowhead.com/item=250214
Lightwarden's Bind,251194,"+1,830 Stamina
+121 Versatility
+248 Mastery","+1,895 Stamina
+123 Versatility
+252 Mastery","+1,962 Stamina
+126 Versatility
+257 Mastery","+2,053 Stamina
+129 Versatility
+263 Mastery","+2,124 Stamina
+131 Versatility
+268 Mastery","+2,199 Stamina
+133 Versatility
+272 Mastery",https://www.wowhead.com/item=251194
Luminescent Sprout,251200,"+473 Intellect
+1,627 Stamina
+57 Versatility
+37 Mastery","+486 Intellect
+1,684 Stamina
+58 Versatility
+37 Mastery","+500 Intellect
+1,744 Stamina
+58 Versatility
+38 Mastery","+519 Intellect
+1,824 Stamina
+59 Versatility
+39 Mastery","+534 Intellect
+1,888 Stamina
+60 Versatility
+39 Mastery","+549 Intellect
+1,955 Stamina
+61 Versatility
+39 Mastery",https://www.wowhead.com/item=251200
Mantle of Ceremonial Ascension,159309,"66 Armor
+122 Intellect
+2,440 Stamina
+80 Versatility
+61 Mastery","67 Armor
+125 Intellect
+2,527 Stamina
+81 Versatility
+62 Mastery","69 Armor
+129 Intellect
+2,615 Stamina
+82 Versatility
+63 Mastery","71 Armor
+134 Intellect
+2,737 Stamina
+83 Versatility
+64 Mastery","72 Armor
+138 Intellect
+2,832 Stamina
+84 Versatility
+65 Mastery","74 Armor
+141 Intellect
+2,932 Stamina
+85 Versatility
+66 Mastery",https://www.wowhead.com/item=159309
Mindpiercer's Sigil,250224,"Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 58857 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 483 Intellect for 10 sec.","Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 61435 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 497 Intellect for 10 sec.","Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 64113 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 511 Intellect for 10 sec.","Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 67842 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 531 Intellect for 10 sec.","Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 70764 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 546 Intellect for 10 sec.","Equip: Your damaging spells have a chance to stir the Void near your target, erupting for 73798 Shadow damage split among nearby enemies. You siphon energy from the Void, gaining 561 Intellect for 10 sec.",https://www.wowhead.com/item=250224
